tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
z1p10,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p10_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p10,4.133311486260966,2070.7630028912718,-508.8997606422636,0.0893497061805625,4761,58,185.02206587791443
z1p10,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p10_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p10,3.825987731358012,1820.1081826863228,-494.2986255817232,0.17299876574949183,4761,58,314.8764691352844
z1p15,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p15,4.347608484121389,2153.7583445101045,-424.1818856834434,0.08771153355894462,4602,58,188.90944731235504
z1p15,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p15,4.043359133375769,1908.5670885222498,-418.1135809253901,0.16886050155862356,4602,58,322.281595826149
z1p20,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p20_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p20,3.8407998622514405,1714.9014062938622,-409.578800839372,0.10106489214390504,4434,58,173.31632566452026
z1p20,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p20_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p20,3.5394730232385125,1505.3940107976086,-406.3221143241972,0.19672252310453706,4434,58,296.14490807056427
z1p25,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p25_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p25,2.6545272910537876,692.9625314945879,-443.51856148568913,0.19533589748993918,4246,58,135.36045801639557
z1p25,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p25_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p25,2.2576880615933974,555.1461534016998,-442.96953005343676,0.41707279229291505,4246,58,231.5363563299179
z1p30,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p30_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p30,4.054945505462751,1161.6474286700832,-364.3378118921537,0.11952280424502405,4105,58,138.8433582186699
z1p30,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p30_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_z1p30,3.6546727768695653,1000.6394513971172,-364.98253411147743,0.23778611574255984,4105,58,237.9381684064865
